"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop234/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop236/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop237/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop239/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop243/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop248/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"validate","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop252/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop254/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop256/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1a/jrc_cos7-1a.zarr","recon-1/labels/groundtruth/crop292/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"validate","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop235/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop240/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop241/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop242/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop245/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop249/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop255/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop258/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop259/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop291/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
"train","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_ctl-id8-1/jrc_ctl-id8-1.zarr","recon-1/em/fibsem-uint8","/root/autodl-tmp/CMS-teamPROJ3/data/jrc_ctl-id8-1/jrc_ctl-id8-1.zarr","recon-1/labels/groundtruth/crop116/[endo_lum,cyto,endo_mem,pm,ecs,bg]"
